2001,1,3
2001,2,17
2001,3,82
2001,4,34
2001,5,56
2001,6,96
2001,7,207
2001,8,506
2001,9,673
2001,10,952
2001,11,1641
2001,12,3424
2002,1,2002
2002,2,1473
2002,3,2837
2002,4,2202
2002,5,1190
2002,6,2693
2002,7,2785
2002,8,5085
2002,9,5398
2002,10,7045
2002,11,5360
2002,12,6461
2003,1,9573
2003,2,7495
2003,3,7163
2003,4,7434
2003,5,8924
2003,6,8645
2003,7,10272
2003,8,11451
2003,9,10429
2003,10,11338
2003,11,14915
2003,12,14722
2004,1,14699
2004,2,21278
2004,3,30225
2004,4,28542
2004,5,27286
2004,6,30105
2004,7,34882
2004,8,37239
2004,9,43043
2004,10,48731
2004,11,59250
2004,12,65812
2005,1,53076
2005,2,53350
2005,3,67322
2005,4,86098
2005,5,87765
2005,6,106840
2005,7,127459
2005,8,140300
2005,9,128475
2005,10,147469
2005,11,157028
2005,12,222399
2006,1,268311
2006,2,270514
2006,3,298688
2006,4,298589
2006,5,338803
2006,6,352682
2006,7,371574
2006,8,417696
2006,9,359071
2006,10,379054
2006,11,367953
2006,12,392429
2007,1,440021
2007,2,414697
2007,3,506419
2007,4,442457
2007,5,461186
2007,6,443034
2007,7,437046
2007,8,446443
2007,9,382041
2007,10,393077
2007,11,358530
2007,12,372315
2008,1,414954
2008,2,394704
2008,3,437309
2008,4,450372
2008,5,425291
2008,6,429201
2008,7,409111
2008,8,432704
2008,9,451730
2008,10,357939
2008,11,318801
2008,12,318274
2009,1,358735
2009,2,316582
2009,3,408135
2009,4,348027
2009,5,399576
2009,6,324152
2009,7,317706
2009,8,323427
2009,9,319379
2009,10,250260
2009,11,214009
2009,12,223497
2010,1,295730
2010,2,260182
2010,3,303482
2010,4,300120
2010,5,291701
2010,6,271541
2010,7,297793
2010,8,304866
2010,9,281489
2010,10,320837
2010,11,277592
2010,12,278159
2011,1,292216
2011,2,293776
2011,3,277844
2011,4,245873
2011,5,249880
2011,6,261819
2011,7,275548
2011,8,287057
2011,9,262863
2011,10,274358
2011,11,243576
2011,12,249469
2012,1,252933
2012,2,246130
2012,3,287332
2012,4,300933
2012,5,378326
2012,6,249800
2012,7,251106
2012,8,269219
2012,9,261407
2012,10,267106
2012,11,221893
2012,12,233560
2013,1,231232
2013,2,209274
2013,3,228431
2013,4,210297
2013,5,218260
2013,6,218116
2013,7,246727
2013,8,210535
2013,9,182244
2013,10,168129
2013,11,192664
2013,12,318781
2014,1,182411
2014,2,201759
2014,3,229469
2014,4,219060
2014,5,254873
2014,6,234502
2014,7,200056
2014,8,248750
2014,9,214606
2014,10,228114
2014,11,187249
2014,12,171441
2015,1,234772
2015,2,191106
2015,3,192727
2015,4,198703
2015,5,220239
2015,6,195602
2015,7,168954
2015,8,200521
2015,9,176266
2015,10,227564
2015,11,256852
2015,12,209314
2016,1,239465
2016,2,167668
2016,3,196440
2016,4,180617
2016,5,189640
2016,6,178590
2016,7,137990
2016,8,190463
2016,9,127707
2016,10,192702
2016,11,204107
2016,12,306795
2017,1,224627
2017,2,177639
2017,3,186513
2017,4,176096
2017,5,167567
2017,6,137547
2017,7,187772
2017,8,249147
2017,9,209086
2017,10,180187
2017,11,148028
2017,12,177156
2018,1,202278
2018,2,176698
2018,3,243281
2018,4,206711
2018,5,179876
2018,6,184829
2018,7,187516
2018,8,221039
2018,9,193711
2018,10,203579
2018,11,185973
2018,12,215801
2019,1,183927
2019,2,138462
2019,3,158174
2019,4,159893
2019,5,177619
2019,6,129283
2019,7,168164
2019,8,184916
2019,9,189821
2019,10,204785
2019,11,180305
2019,12,175556
2020,1,110432
2020,2,60384
2020,3,115095
2020,4,6973
