3427794,3463802,3359654,3382716,3364667,3232622,3340916
2534713,2567806,2550613,2532159,2460238,2264568,2317545
120083,123797,128426,119912,118428,117088,119428
754621,778658,769169,762726,722318,625989,657125
1168,1184,1060,1233,1330,999,952
1677170,1581578,1544642,1579543,1554497,1568854,1590905
