2002,996.5111,5684.1814,801.6040,19.9838,8.6477,1.4876,2.8570,0.1104,0E-8,0.0252,0.0000,0.07836652,0.00421851,0.00960794,0.08330663,0.0394,0.14522221,0.0087,0.07168983170621997,0.027529253404377396
2003,35.6757,2672.0616,263.7958,17.2822,10.9387,1.0018,0.1272,0.0000,0.00039026,0.0000,0.0000,0.18557196,0.00013041,0E-8,0.12634344,0.0000,0.28551181,0.0008,0.0,0.02282318679578774
2004,54.1374,41.6503,3.9133,55.6084,7.5062,1.1749,0.6003,0.0015,0.08021433,0.0007,0.0000,0.13609552,0.00835709,0.00000896,0.22052094,0.0007,0.19999677,0.0786,0.004862593680559976,0.002179299019315416
2005,91.8809,1243.4818,166.2878,62.1139,8.4141,1.2415,1.6478,0.0189,0.08865697,0.0007,0.0000,0.15616947,0.01052559,0.00048828,0.17248776,0.0046,0.19338698,0.0176,8.070363522468445e-05,0.00873500518438656
2006,73.0758,1107.7711,127.2859,97.4943,10.7619,1.8030,0.3690,0.0054,0.16338434,0.0044,0.0000,0.10967064,0.00444373,0.00002055,0.19179429,0.0003,0.09820665,0.0133,0.0021993611636541345,0.019711265947896458
2007,292.7968,464.2672,56.0538,83.8738,10.9086,1.8079,1.8177,0.0106,0.16561899,0.0007,0.0000,0.10256218,0.02512103,0.00045034,0.17129971,0.0013,0.13377442,0.0281,0.02078187462667156,0.008194137518643488
2008,410.9790,374.3822,46.5715,85.4720,10.7082,1.7931,2.5635,0.0537,0.16790961,0.0019,0.0000,0.09016416,0.03591579,0.00044169,0.16867854,0.0039,0.11830322,0.0305,0.020866161450535374,0.0038140337507751344
2009,272.9964,313.6401,39.8225,93.8614,9.3563,1.7129,1.2633,0.0520,0.16408663,0.0013,0.0000,0.09347560,0.02181444,0.00022027,0.16051345,0.0053,0.15236470,0.0232,0.0038502426680387084,0.0011644555763283269
2010,439.3029,474.8727,61.5404,91.7234,10.1712,1.6194,1.9061,0.0902,0.14842983,0.0024,0.0000,0.09652635,0.02903360,0.00033566,0.15382346,0.0073,0.19238480,0.0361,0.0034450793809265665,0.0021747460518114206
2011,749.5344,673.5665,87.2593,89.9102,11.5661,1.9513,3.4021,0.1579,0.15354734,0.0014,0.0000,0.10847060,0.04836565,0.00086953,0.15243708,0.0117,0.14354661,0.0258,0.009324557565148493,0.00418959915246475
2012,452.3279,447.4281,53.9277,79.8431,11.6751,1.6491,1.9291,0.0971,0.16177248,0.0009,0.0000,0.11053380,0.02189085,0.00047609,0.13672844,0.0078,0.18284705,0.0160,0.009070281082477226,0.0009929047771552563
2013,517.4938,503.9537,66.9536,95.9611,15.5198,1.8520,2.1627,0.1338,0.14958232,0.0005,0.0000,0.12273196,0.03384394,0.00060391,0.15833770,0.0093,0.15119148,0.0222,0.004201984778141942,0.0035683306873290537
2014,698.3690,760.2947,101.2878,79.4824,11.1002,1.6782,3.0169,0.1986,0.14996878,0.0005,0.0000,0.10364639,0.03008013,0.00099597,0.14693880,0.0138,0.17216702,0.0265,0.008520967993323405,-0.005740617769941108
2015,986.5936,1031.6871,134.1092,88.8017,11.4979,1.8368,4.0351,0.3085,0.13813056,0.0005,0.0000,0.09498774,0.04798658,0.00395364,0.14454901,0.0181,0.20819461,0.0344,0.018681659752136072,0.007619542145993252
2016,790.9578,331.1569,42.6619,84.1788,15.1043,2.2485,2.6604,0.4683,0.11139672,0.0003,0.0000,0.09808047,0.04331638,0.01975732,0.14634996,0.0083,0.14517542,0.0141,0.0025355114134792424,0.006177137920017939
2017,961.2196,253.2188,33.0361,82.3485,17.6452,2.4317,3.4657,0.4872,0.10577912,0.0002,0.0000,0.08675406,0.05232298,0.02316430,0.14110839,0.0093,0.14330399,0.0228,0.002348365728559103,0.002487173540046255
2018,904.4070,576.8792,76.1762,85.0459,13.1996,1.9021,3.9904,0.1707,0.12089438,0.0009,0.0000,0.08991819,0.05714234,0.01084307,0.12722452,0.0132,0.17330191,0.0260,0.010475308963980884,0.006503370097310664
2019,645.5093,749.1022,98.5081,82.5990,9.1900,1.6067,3.0238,0.2067,0.12029793,0.0006,0.0001,0.09749170,0.04948645,0.00129794,0.15377446,0.0133,0.23026192,0.0376,0.006711768347018164,0.012223064221444771
2020,777.6339,431.4677,53.1408,91.7344,10.6176,1.6351,3.5400,0.2468,0.11438450,0.0006,0.0000,0.10907549,0.04331405,0.00141025,0.13380468,0.0122,0.21679239,0.0228,0.015017049870536061,0.003131918438095026
