Yobot,1520000
SineBot,1414852
InternetArchiveBot,1066758
AnomieBOT,483147
ListasBot,428200
BattyBot,418389
Kingbotk,366118
Xenobot Mk V,347264
Lowercase sigmabot III,311482
BetacommandBot,253719
