11626,39512,115647,313753,1005835,1843467,2233338,1932315,2023142,1813832,1860901,1584806,1643147,1542939,1438109,1388964,1457820,1145704
24237,62728,256417,780104,2344576,2457081,1808400,1307737,1000423,1017937,1025273,770325,680397,702767,672922,658360,783674,763115
1626,5083,9586,26113,79972,90421,195613,65133,48352,49678,57050,40871,45181,41137,34588,23901,19148,13037
7028,15030,59412,257500,684623,705954,602824,498135,410943,332123,275743,238075,202834,184962,166026,149475,140125,128382
14,8,30,111,358,343,215,165,632,709,778,613,731,815,539,665,525,667
2972,3962,1361,1536,310264,975282,971406,1493540,1234160,663486,1007141,645718,442278,352242,1056816,1125836,465161,289698
