2002,544.6429,451.0000,52.1429,0.0000,10.3571,1.7857,0.0000,0.0000,0E-8,0.0000,0.0000,0.05182143,0.00117857,0.00567143,0.03285714,0.0000,0.19505714,0.0000,0.0838482138434691,0.0049708570752825055
2003,844.7500,2.3750,1.1250,0.0000,9.5000,1.6250,0.0000,0.6250,0E-8,0.0000,0.0000,0.02855000,0.00296250,0.00200000,0.04750000,0.0000,0.18656250,0.0000,0.08347962517291307,0.03125
2004,163.3000,1532.2667,209.5667,2.7333,9.6333,1.7000,0.1333,0.0000,0.01708333,0.0000,0.0000,0.05486000,0.03255000,0.01966333,0.07005000,0.0000,0.20885333,0.0000,0.07620149987439315,0.01794323343783617
2005,290.7748,1913.1622,275.8649,14.6396,10.0180,1.7838,0.2613,0.0360,0.07010811,0.0000,0.0000,0.06424234,0.01935225,0.01720991,0.07416036,0.0631,0.22751622,0.0270,0.025938648394904694,0.029067946111296747
2006,457.3687,767.6927,105.8492,15.0000,9.6955,1.8017,0.4860,0.1117,0.07839581,0.0196,0.0000,0.08840726,0.04261453,0.00973575,0.07863212,0.0251,0.22738464,0.1397,0.04062546580911525,0.01622977325960723
2007,387.5889,67.3440,8.4461,23.3994,9.9475,1.7843,0.5102,0.0962,0.09792449,0.0058,0.0000,0.07704927,0.04382945,0.00930292,0.08220962,0.0350,0.21704665,0.0845,0.07759052790829005,0.007451116517403383
2008,394.3442,376.6930,55.9302,27.4140,10.0512,1.9302,0.6512,0.0047,0.11001907,0.0047,0.0000,0.11730744,0.03856419,0.01704279,0.08105256,0.0465,0.22155163,0.1256,0.045985790861359,-0.004011116315459096
2009,424.1576,170.6182,22.7576,20.1091,10.2121,1.8121,0.6242,0.0242,0.09667515,0.0182,0.0000,0.10635636,0.03002121,0.01140970,0.07772909,0.0364,0.20337636,0.1273,0.07356416988468757,0.002255684927557454
2010,653.4035,397.5158,46.7152,32.2184,14.3544,1.9082,0.5190,0.0570,0.09500585,0.0016,0.0000,0.09900411,0.03800665,0.00647453,0.12347405,0.0269,0.20629367,0.1551,0.01566988609740776,0.011815096453182941
2011,577.7687,368.7123,51.2609,33.1678,13.1410,2.2228,1.2680,0.0917,0.12140451,0.0042,0.0000,0.09874048,0.04538322,0.00712073,0.07668660,0.0889,0.24552821,0.2384,0.03670330751023606,0.005875818026797223
2012,606.7301,86.3265,11.8033,26.9473,10.4396,1.9794,1.6427,0.1080,0.13155977,0.0630,0.0000,0.08781362,0.04537198,0.00958046,0.09340321,0.0591,0.19377172,0.2391,0.059274546344986585,0.004508057838439903
2013,407.4535,93.8418,12.1142,28.5922,17.7423,9.5106,0.9608,0.1990,0.10813377,0.0473,0.0000,0.12001289,0.05786966,0.00703622,0.07703018,0.0718,0.23482072,0.2594,0.04080386437341984,0.0027635235844186063
2014,638.5691,149.5636,19.7715,32.9179,10.9466,1.9056,1.4391,0.2914,0.11772654,0.0150,0.0000,0.09643543,0.05997196,0.00598837,0.09634337,0.0369,0.20150205,0.1970,0.04480865264951876,0.0042377593130810964
2015,599.0736,231.1129,30.2908,36.4294,11.0748,1.8049,2.3939,0.1436,0.11428282,0.0012,0.0000,0.08390012,0.06094258,0.00806454,0.09879031,0.0405,0.21176331,0.2049,0.05147176316326507,0.0034711448612845747
2016,643.8942,222.2096,25.8071,44.6939,11.3952,1.9629,1.6475,0.0909,0.12260000,0.0000,0.0000,0.07007161,0.08436438,0.00490482,0.10560000,0.0371,0.15901892,0.3135,0.030500304318466856,0.013378623416837382
2017,1085.4526,539.8241,73.3398,37.1308,9.6752,1.5414,2.2301,0.2211,0.11935173,0.1053,0.0030,0.07197850,0.06321925,0.00739459,0.09167564,0.0256,0.19845534,0.2887,0.010295672372641756,0.0033915774882736062
2018,392.4381,768.7429,97.6781,35.2190,9.3638,1.5238,0.8971,0.4571,0.08556724,0.1714,0.0000,0.05634267,0.04661067,0.00502419,0.07593390,0.0457,0.18285905,0.2971,0.023103607652398446,0.00036983613456998554
2019,413.8861,87.6627,10.9640,41.8801,10.0750,1.6192,2.3538,0.1559,0.11213223,0.0825,0.0015,0.06925757,0.05547031,0.00528831,0.09076717,0.0165,0.20149040,0.1619,0.035791205531656406,0.0033253148642146606
2020,169.1250,18.2500,2.0000,40.7500,9.8750,1.5000,1.3750,0.0000,0.08641250,0.0000,0.0000,0.10451250,0.07478750,0.00431250,0.17283750,0.0000,0.17567500,0.1250,0.015625,0.0
