2002,11,379.5833,525.8333,60.6667,0.0000,10.0833,0.0000,0.0000,4.875327984491984,1.2033975919087727,0E-8,0.0000,0.05352500,0.00112500,0.00572500,0.03404167,0.0000,0.19820000,0.0000,0.0559280829038471,0.005799333254496257
2002,12,1535.0000,2.0000,1.0000,0.0000,12.0000,0.0000,0.0000,4.780319452285767,0.0,0E-8,0.0000,0.04160000,0.00150000,0.00535000,0.02575000,0.0000,0.17620000,0.0000,0.25136899948120117,0.0
2003,2,239.0000,2.0000,1.0000,0.0000,11.0000,0.0000,0.0000,4.642857074737549,0.0,0E-8,0.0000,0E-8,0.00420000,0E-8,0.02090000,0.0000,0.18830000,0.0000,0.2750000059604645,0.0
2003,3,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0E-8,0.0000,0E-8,0E-8,0E-8,0E-8,0.0000,0E-8,0.0000,0.0,0.0
2003,12,1086.5000,2.8333,1.1667,0.0000,10.8333,0.0000,0.8333,4.8585875034332275,0.4166666666666667,0E-8,0.0000,0.03806667,0.00325000,0.00266667,0.05985000,0.0000,0.21736667,0.0000,0.06547283257047336,0.041666666666666664
2004,1,248.3333,297.0000,37.0000,10.6667,12.3333,0.3333,0.0000,6.721367597579956,2.3707167307535806,0E-8,0.0000,0.02250000,0.04810000,0.00470000,0.09333333,0.0000,0.17380000,0.0000,0.05925899868210157,0.012500000496705374
2004,4,161.5000,2.0000,1.0000,8.0000,9.0000,0.0000,0.0000,4.76007342338562,0.0,0.15625000,0.0000,0.05135000,0.00400000,0E-8,0.08850000,0.0000,0.19275000,0.0000,0.14404749870300293,0.0
2004,5,148.2500,4.7500,1.2500,0.0000,8.5000,0.0000,0.0000,4.289304971694946,1.375,0E-8,0.0000,0.06630000,0E-8,0.03690000,0.08490000,0.0000,0.25080000,0.0000,-0.014432749710977077,0.0
2004,6,36.0000,13894.0000,2005.0000,0.0000,12.0000,0.0000,0.0000,6.933333396911621,7.107409954071045,0E-8,0.0000,0.04760000,0E-8,0E-8,0.02275000,0.0000,0.26625000,0.0000,0.0,0.05613499879837036
2004,8,225.6667,3324.6667,434.0000,0.0000,10.3333,0.0000,0.0000,6.99386994043986,6.738825639088948,0E-8,0.0000,0.03613333,0.00396667,0.01753333,0.02003333,0.0000,0.20826667,0.0000,0.3301983376344045,0.03651233452061812
2004,10,163.7500,169.5000,15.8750,3.0000,8.8750,0.3750,0.0000,4.1376765966415405,1.6934523582458496,0.02500000,0.0000,0.06435000,0.08478750,0.00145000,0.07791250,0.0000,0.17501250,0.0000,0.10642362385988235,0.0
2004,11,114.0000,2956.5000,361.5000,5.0000,12.0000,0.0000,0.0000,6.2799999713897705,6.471263885498047,0E-8,0.0000,0.06300000,0E-8,0.02000000,0.07910000,0.0000,0.19635000,0.0000,0.04682549834251404,0.13949500024318695
2004,12,179.0000,2.0000,1.0000,0.0000,8.0000,0.0000,0.0000,4.2941179275512695,0.0,0E-8,0.0000,0.05040000,0.06700000,0.08820000,0.03910000,0.0000,0.20110000,0.0000,0.0,0.0
2005,1,513.5000,2.0000,1.0000,19.0000,13.0000,0.5000,0.0000,5.407033920288086,0.0,0.21590000,0.0000,0.06965000,0.03500000,0.00760000,0.05800000,0.0000,0.16150000,0.0000,0.16026800125837326,0.0
2005,2,143.5000,12688.0000,1652.5000,13.0000,9.5000,0.0000,0.0000,6.059523582458496,3.248218536376953,0.09615000,0.0000,0.03035000,0E-8,0E-8,0.07365000,0.0000,0.22125000,0.0000,0.125,0.016496000811457634
2005,3,632.5000,2.0000,1.0000,13.0000,13.0000,1.0000,0.0000,5.055981874465942,0.0,0.11540000,0.0000,0.03640000,0.00580000,0.00515000,0.03495000,0.0000,0.17285000,0.0000,0.12000450119376183,0.0
2005,4,774.0000,27982.0000,4461.0000,0.0000,11.0000,0.0000,0.0000,6.3333330154418945,5.542496204376221,0E-8,0.0000,0.05110000,0.00780000,0E-8,0.02840000,0.0000,0.24810000,0.0000,0.2821429967880249,0.12369000166654587
2005,5,679.7778,920.2222,141.4444,28.5556,11.7778,0.0000,0.0000,5.124251948462592,2.8618477715386286,0.08076667,0.0000,0.03154444,0.01975556,0.00503333,0.05487778,0.0000,0.20142222,0.0000,0.07487766672339705,0.061856446580754385
2005,6,125.3000,126.2000,17.2000,21.6000,7.8000,0.6000,0.0000,4.723647880554199,2.4334054470062254,0.06825000,0.0000,0.08249000,0.07113000,0.03167000,0.09357000,0.0000,0.27393000,0.0000,-0.015277799405157565,-0.004111099243164063
2005,7,164.6000,6800.6000,948.4000,25.8000,9.4000,0.8000,0.0000,8.024615478515624,6.500391960144043,0.07408000,0.0000,0.05268000,0.00144000,0.00308000,0.14062000,0.0000,0.24452000,0.0000,0.008749999850988389,0.049437598884105684
2005,8,431.5556,1522.7778,194.4444,19.5556,10.4444,0.4444,0.0000,5.9816670417785645,1.4740772247314453,0.05158889,0.0000,0.03816667,0.01534444,0.02005556,0.06275556,0.1111,0.19104444,0.0000,0.04779422210736407,0.021593222187625036
2005,9,150.2000,6505.7000,995.1000,15.5000,13.0000,0.0000,0.0000,4.926631259918213,1.1231795787811278,0.19089000,0.0000,0.13087000,0.00432000,0.01668000,0.06788000,0.1000,0.24487000,0.0000,0.13900000229477882,0.017843299359083176
2005,10,272.6552,209.6552,23.6897,12.8621,9.3793,0.2069,0.1034,4.441751792513091,0.9157258888770794,0.05242069,0.0000,0.06273103,0.01542759,0.02060690,0.08205517,0.0000,0.21827241,0.0345,-0.011021519047689849,0.028660999803707517
