2002,47503
2003,126323
2004,442453
2005,1379117
2006,4425628
2007,6072548
2008,5811796
2009,5297025
2010,4717652
2011,3877765
2012,4226886
2013,3280408
2014,3014568
2015,2824862
2016,3369000
2017,3347201
2018,2866453
2019,2340603
