2001,1,4976.6667,60.0000,1.6667,1.0000,14.0000,2.0000,2.6667,0.6667,0.0000,0.0000,0.0000,0.99990000,0.02320000,0.00333333,0.00606667,0.02760000,0.0000,0.12026667,0.0000,0.07317133247852325,0.0
2001,2,1208.4706,2672.1176,363.0588,8.7059,12.8824,1.9412,1.2353,0.2941,0.0000,0.0000,0.0000,0.83190000,0.07324118,0.00015294,0.02052353,0.07764118,0.0000,0.20225882,0.0000,0.1231905877836706,0.008530470816528095
2001,3,797.0244,8115.4512,1188.8780,1.8171,10.1220,1.4390,3.0122,0.0244,0.0122,0.0000,0.0000,0.96575732,0.10672683,0.00123049,0.01267439,0.09674268,0.0122,0.23141098,0.1098,0.048418463261729876,0.04203546302188642
2001,4,186.6765,6143.9706,839.0588,3.3235,6.3529,1.1765,1.6176,0.0294,0.0294,0.0000,0.0000,0.92143235,0.08472059,0.00460588,0.00286471,0.11030588,0.0000,0.22499706,0.1471,0.0643617360825267,0.05774917705532383
2001,5,653.3036,6512.9821,953.3214,4.8750,6.9286,1.3214,0.4821,0.0714,0.0000,0.0000,0.0000,0.86740357,0.06185536,0.00588571,0.00977857,0.07449643,0.0357,0.21899286,0.1964,0.06733021461072244,-0.005800553880232785
2001,6,378.3750,10120.4792,1419.2083,1.5104,8.7604,1.5313,1.0417,0.1042,0.0000,0.0000,0.0000,0.95867188,0.10068333,0.00173125,0.01500833,0.09319583,0.0417,0.21409583,0.1979,0.05891200047699385,0.039391458296449855
2001,7,434.7005,5027.1884,729.3092,3.9614,7.5990,1.3237,1.0097,0.0435,0.0048,0.0000,0.0000,0.82671256,0.07099130,0.00214155,0.00961449,0.09470725,0.0290,0.25939565,0.2705,0.056872526461546474,0.04604639623039695
2001,8,491.1146,9460.9032,1367.6502,8.8004,8.5356,1.5000,1.6008,0.0375,0.0119,0.0000,0.0000,0.71714111,0.07819249,0.00357036,0.01023083,0.09780889,0.0257,0.27028933,0.3202,0.06968253369630856,0.05947965210241085
2001,9,577.7400,9444.8559,1359.2927,10.0892,8.8499,1.5632,2.0936,0.0579,0.0030,0.0000,0.0000,0.71014160,0.08698232,0.00341100,0.00890669,0.11000371,0.0193,0.25691590,0.1813,0.05427180981392561,0.05241073408274099
2001,10,896.2805,9534.6029,1389.4979,14.5620,9.4916,1.6628,2.4632,0.0735,0.0053,0.0000,0.0000,0.60503204,0.09434097,0.00281754,0.01032384,0.10954601,0.0462,0.23800105,0.2195,0.06431125328270033,0.04309810822127199
2001,11,581.5101,5510.4784,806.8349,14.2115,9.8501,1.7416,1.7544,0.0603,0.0055,0.0006,0.0000,0.58475533,0.08788720,0.00565405,0.01212035,0.09722791,0.0329,0.22502626,0.2066,0.0743466480536143,0.029642198630225533
2001,12,583.1574,2822.7824,417.2249,16.4933,10.2123,1.7728,1.3052,0.0397,0.0023,0.0012,0.0000,0.52893274,0.07695301,0.00345348,0.01479115,0.08737331,0.0348,0.22770645,0.1025,0.07616048142648371,0.014382851047260111
2002,1,530.9049,1332.7373,192.1577,17.6180,10.0724,1.7580,0.9128,0.0567,0.0015,0.0010,0.0000,0.51460695,0.07057511,0.00547378,0.01564697,0.07977836,0.0172,0.22791148,0.0163,0.07511819215866536,0.011186268095032873
2002,2,884.5845,4426.4736,625.1532,19.2214,9.0264,1.5611,2.3495,0.0950,0.0195,0.0007,0.0000,0.16505764,0.07339859,0.00491448,0.01223639,0.08144048,0.0343,0.15528857,0.0064,0.06957141748005763,0.02354347228605713
2002,3,531.6119,3458.3476,489.0708,16.0356,9.9418,1.7374,1.1149,0.0508,0.0095,0.0004,0.0000,0.53993595,0.05739010,0.00603264,0.01259573,0.07669799,0.0328,0.17582111,0.0035,0.07730544550628984,0.014598561843253467
2002,4,661.1217,2383.6249,339.2970,24.2648,9.9923,1.7271,1.6621,0.1104,0.0154,0.0009,0.0000,0.42547929,0.05317443,0.00831331,0.01223356,0.08247098,0.0372,0.17281717,0.0068,0.07781317179777712,0.01713108618658177
2002,5,567.1983,2411.6109,335.3008,22.4815,9.8168,1.6983,1.3336,0.0773,0.0092,0.0000,0.0000,0.42949151,0.05948445,0.00726345,0.01343227,0.07277235,0.0479,0.17162185,0.0076,0.05933459587510139,0.010804455519160804
